DW_TEMPO;ds_invoice_date;Ano;Mes;Dia;Trimestre
37ff031e94e4063b4521324b3cd7ebf4eb9bd04738114a8ec6e38c9a46a14fba;20/09/2018;"";"";"";""
a6342ff393df98e2029b6334021cebb044d894e410256b72bc430bfaf88e72ba;13/02/2017;"";"";"";""
41564f8e7f8ac76479dbec42efdc2c58c69db463c9b8cbe827320b44b08fa5c9;21/02/2017;"";"";"";""
0a00c453bccf2162a32634dbe9ac93efe7b0a293f1e16ae72c5596bac903087c;14/10/2018;"";"";"";""
34052e7d4bbbadf80a06e157bf1d5ed5d386297f605123059e7a2a5662174187;03/03/2018;"";"";"";""
34ae1b21a1a0d4501a2eb2cd18a3f603b37a782a6ce5b3ab6cb154d6c62756fa;07/07/2017;"";"";"";""
1ec910f9a465661bc322822814ca7c1bfa505c368d6b9e45a57a13a1f87b629c;31/08/2018;"";"";"";""
9802703a096cab90d9cdc536c4325bda499d95edc93912fba17b10fe69724934;13/10/2017;"";"";"";""
e1a9c894c401130fe534f5deebef7fb7674a07d4c0d152b099d6fec493f8e3b2;12/01/2019;"";"";"";""
bfc4c1527b572f788ef1f421b0592c1d12060b6c864a206e1e8b18bcf5b2b17a;13/08/2018;"";"";"";""
c24d2aced903c5f5bc8fc23c93ff4c15f08e8e36e67a094cc4332d4e2c3c3dad;23/02/2018;"";"";"";""
828e8896b764cfeabd1f4269f34431eb07f75c9985aa1c7bf43b91316d1e75a5;14/06/2018;"";"";"";""
0b2d476436a18d7ef3c7750df7e78b75b1c54f7debe9f1737b1d99ded3d5e609;21/12/2017;"";"";"";""
6b7ae8de4d80a97d27f71ec898fa4550e3ff4008df4635a81bc21e94632e92c0;16/03/2018;"";"";"";""
19d783ab2a52b90d4827202610b16448d56f143b1ca1e4e42feedd0f13107562;22/07/2018;"";"";"";""
9cac314f0272fd62cf346a0f5b540d9146ea5515e753f51ea0330555b21174dd;15/01/2017;"";"";"";""
5abb87043141924b71ca827b47afc5259b3adb28dcf5d04ea4108ab4a2da91ef;15/02/2017;"";"";"";""
ebc4a572f1f8fcaf25d26f705cf7b12b665a8d874d94f68b942d6fd24d097ffa;15/03/2019;"";"";"";""
5d8c35fc6d8a2358a9ed05a2c43ba671a429db83778d7ca81a33d63beae0ef38;22/03/2018;"";"";"";""
f9caba18e9f30218cd62efe95eba2d05c00fc33155d93e62e44220188cb17e7e;24/04/2017;"";"";"";""
574fc63f859ea23c56f51e3891e9d8fcc862325d494548caabef7c90312abafd;01/08/2017;"";"";"";""
365de4fb441a442cdde635d0c4d4b28909522f9c6fa0b7c115ab474f0040e7bc;02/01/2018;"";"";"";""
d3776fa71cbf07f1da2709bb54e6663a192583fdeb3f42d56445c5ba5e0cbb6d;01/10/2018;"";"";"";""
cd75416e309310a20e898c7e57111874c25eae8f2d918d587f5a265b6ed9b3cb;07/11/2017;"";"";"";""
0e476a547947215e50a3047c6e020f8802be1f48b928b738a13629cf84b3a57e;12/07/2018;"";"";"";""
7daeee400cf75f92f3fa664818a0038b49d8dc018410bdc64f19569908e3c135;24/03/2018;"";"";"";""
4686f7d86507a0c517fefa9990dee04cad6063a4a3d5618f9089ee82c4280534;12/07/2017;"";"";"";""
4203dcc9fba2a47711816c8ea7456d7848b050c2bd858157cd4f377765f13d26;21/09/2017;"";"";"";""
7f20fee0e5d05fbe47e35fddfbcdeff42c54ad9e83be8d21a914299eb37a3594;30/12/2018;"";"";"";""
2e0ab0f1d2e585f1f663c266e3ff5fa18633962be45b1254638330a8aeda1ff0;18/07/2017;"";"";"";""
6f5eed56da258871cc5ea2324f11a8ace4487325355a10b020022f7aa9cc0369;21/09/2018;"";"";"";""
ce98d7e2b073d5987f181122f805f4877818ffd6ba9ac22c177cfb49a19701de;27/09/2017;"";"";"";""
64d7b6b59974d712ed229b301e0a5ceab2c361c08f546700acc59e0f14e02f42;18/10/2017;"";"";"";""
6ef4e4d516105e0b0754ffd20034b58f81dc8802006eb5c4aee75ecc42db40b6;29/11/2018;"";"";"";""
d5f23d679c0437ff02b47dc80d83ff330b0fa043988ba68aef6c8ce05d2b0c22;07/12/2018;"";"";"";""
e6c3150d53dc6a606771153925f023d09fe034fbb734f3abad639d36cc515fcf;07/01/2018;"";"";"";""
314b7abdbd17ee8887edb9344ca1dc6799db61a386a3179a120127995ea5de87;02/08/2018;"";"";"";""
7d7f761f04bc0d1b3f4b4178132a76686d35ab2c1e2f65e69c87fd3831ef6367;22/10/2018;"";"";"";""
05dfc3bb2fa192303cbd777639a0dc32e9db08d88555ac3d09ae03771c57c1d2;20/03/2017;"";"";"";""
b22835b3fb56b07a1081413dba57031541580ae2795ba7bdda34e0d361e268c7;28/12/2018;"";"";"";""
4284c47c40798931c9dc9c5e26648f2674fc7a58efd6a350d28be6ce6295d053;02/03/2019;"";"";"";""
1a79aa8ea07d82df74ca0fc1340b7cd367068f84e566deea53b398ab39a93835;29/09/2017;"";"";"";""
ddc769ca008d514faffbb8d8090685b6f4bc1aafe3a602b1ccb62bbaf74d615a;05/02/2019;"";"";"";""
66a46dbd7c9209586bf1b50c3e1e80a0e27fce56b6bd59df09dd840debd18e84;05/05/2017;"";"";"";""
88e6aec382f0b4b469c9c735d26f422033da7b40c7c66af282e3a52794c5d4a8;28/06/2017;"";"";"";""
5750efc8060765dac078b7c0fbbcca3d89828d74df806179d6e7e356a75b573c;15/11/2017;"";"";"";""
9457e8f34b2c1f2d166f5dce7427919a0e2059258c9172ad3385272bccda168b;16/11/2017;"";"";"";""
38c571182e7cfb7111d99f7b196b21cb3f66cab9a0e59f5d8cbca48817273639;13/02/2018;"";"";"";""
849cdbdde9279e75c989431b203aad261b4607de8ab7cc4372e918b56a388eb2;11/05/2017;"";"";"";""
f2269fbfb0367662487403646a1baacc376c15bd34534863385148b5fa1cd7f1;31/08/2017;"";"";"";""
448961a522478cfec2ace97fcc9a4244059ea20d4610b99be4e5236bf0fa85b9;01/01/2019;"";"";"";""
6e592e207ce3a3b78a3770507ce27790aa7dc25e2ea6252a71e799abecb69930;04/01/2019;"";"";"";""
6b902ddd7eec0c384baa900921086d7b2465c6a856b443d246b893e4696ffda6;02/12/2018;"";"";"";""
ec23a5641af3b018c5fc5ed137a243f4277894f94e2502395cd2a68e1b54e242;12/02/2019;"";"";"";""
2bee17b2e24a0b1c82f2a9cc326c41dd11a960d54b6d04894c362b4a0f9fcf64;25/04/2017;"";"";"";""
85cd1feda17297ef7aef6ba0382681c52be4caed4a4ea4ae2693a5208082f79c;16/05/2017;"";"";"";""
d55557c1ed3af42c8d9e97108f7d7c6fc55d1f84410776314706da7b3a5c010e;05/09/2017;"";"";"";""
45239dc667b2a3093aa85c1fce8ab0f8b1c08b605fc704ff80670e6cc44644f7;30/09/2018;"";"";"";""
83ab2438f3919e6641a3cad6a67d59e1a9903a22658ee2d3e7b726e23ec2ba62;04/10/2018;"";"";"";""
d4e15f9a8923a1715b3ef2916daa39529c5f091edf21ad157ef3f1c828b88ad0;14/12/2018;"";"";"";""
b09febd75e8ba7906bc964878ab185ff3f1f8614bf1c40e0d570fc1fd5be5261;21/05/2018;"";"";"";""
7a65454490718fcc9b8d3d80c0bb2613dc79a9ef8aa1182d9a097e081905d686;15/01/2018;"";"";"";""
00b966432a219a616fea56327ff19361599c00f70f595d68710248a18c4f0d20;21/04/2018;"";"";"";""
4745e306a8d87d389c536b3fcf521916546c14a59a9d1a7a06d413145c0db0f3;03/09/2018;"";"";"";""
a737631f79d0545e47146bbb594bca3ac4a01755107237df8256152eb1edd941;07/10/2018;"";"";"";""
4e9440ee1b0cc965877a21e2123208a0c4348b4ece218fe3fe01199e41b311cf;31/01/2017;"";"";"";""
f6deb0117bc5d89c3a4d895b6a7f49fc5f1e201c423f8dd3af298babcdd31bc3;15/05/2017;"";"";"";""
da45828b4f81cc1d97fbd20f13c7cdb065942b05e8cd4820cdf6650579460d9d;31/05/2017;"";"";"";""
c28d76b6115a13e564d9a401ab8d9dd5061bc99e3ed80c07615d24da344d1d62;28/12/2017;"";"";"";""
de179409c1f3f77de35a7c090b056c4956e07467b399e93a295200cc3872995a;27/12/2018;"";"";"";""
cdceedaf9aa816346fb8e7fecdd8f44b2ff626b6279d6df764ad496feee267ea;29/10/2018;"";"";"";""
d35e51f83b00479323875896d04557143b0172e2ece20050c561eab3a4cf46cc;22/11/2018;"";"";"";""
69f290623bf248e9ba12539a11047b08dab90b67ed106852780877681dc4e00f;14/03/2019;"";"";"";""
f0b18d42986c29152d2430f1d6d8c119e3776012acdc5cab3b8ea406d6c2b1ab;01/09/2018;"";"";"";""
f1b6773d7e441fa6b0350df496f7a59a3cb11c685c58c05aee2bde8ec49d2651;22/03/2017;"";"";"";""
014fc0420dd8ca0b2ce81778b5e4d5e29710665bc42dbe99573f12bce6376f8a;23/03/2017;"";"";"";""
a7f9d577161a57b5d5a7b43ad3394e1e9b4488023e77e1010d0e325f168d6468;09/04/2018;"";"";"";""
5f66771be26679a0e7b39731a833eaec1a5398689ac502fa2f7ed1fbd9941012;03/08/2017;"";"";"";""
1358c6360bd9a073aac2d5bc4132e9774732ef1b9c43fd9d49cb7cfc00432759;24/11/2017;"";"";"";""
